"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"91","1.42840093181746","16.2405567361603","347","0.00769073552478323","1.19134841960086","Sangha","Republic of Congo","points","1","4"
"739","1.42136634735746","16.2570609535621","343","0.00787648879869751","5.82209651585871","Sangha","Republic of Congo","points","1","4"
"412","1.41893129889054","16.2897988274248","348","0.00576922369558761","3.82418294668892","Sangha","Republic of Congo","points","1","4"
"781","1.41839017700901","16.274106292846","340","0.00368817661901841","2.84489050735213","Sangha","Republic of Congo","points","1","4"
"505","1.41270839725286","16.2979156556552","349","0.00401920808039918","0.829788335949344","Sangha","Republic of Congo","points","1","4"
"338","1.4054032518521","16.3084675323548","331","0.00809109038441133","1.3853123324274","Sangha","Republic of Congo","points","1","4"
"268","1.39674530174749","16.3190194090543","332","0.00727061184779707","0.461084516967315","Sangha","Republic of Congo","points","1","4"
"831","1.38916959540596","16.3244306278746","349","0.00980541384057322","0.684522575048862","Sangha","Republic of Congo","points","1","4"
"606","1.38808735164288","16.3290301638719","338","0.00463804529749719","6.01855936795608","Sangha","Republic of Congo","points","1","4"
"777","1.38078220624212","16.3384997968074","343","0.00745814290636324","4.49235502210806","Sangha","Republic of Congo","points","1","4"
"629","1.37455930460443","16.3439110156276","347","0.00950384402834073","3.76210815961548","Sangha","Republic of Congo","points","1","4"
"282","1.37320649990059","16.3382292358663","348","0.00111822227508585","2.89812279635444","Sangha","Republic of Congo","points","1","4"
"416","1.36887752484829","16.3520278438581","354","0.0114037314138916","3.45393916842796","Sangha","Republic of Congo","points","1","4"
"520","1.36563079355906","16.3552745751502","346","0.00441734479472257","3.83708548731715","Sangha","Republic of Congo","points","1","4"
"749","1.35372611216522","16.3636619643217","348","0.002706847224344","3.78200653499424","Sangha","Republic of Congo","points","1","4"
"31","1.34479760111985","16.3671792565548","345","0.00754882041622631","4.28630108644294","Sangha","Republic of Congo","points","1","4"
"477","1.33803357760062","16.3669086956138","342","0.00722926148175953","4.1369908921272","Sangha","Republic of Congo","points","1","4"
"694","1.33262235878524","16.3782722551364","343","0.00959884433203601","4.22722058187034","Sangha","Republic of Congo","points","1","4"
"885","1.31530645857603","16.3798956207825","340","0.00715494170909624","4.65548019155909","Sangha","Republic of Congo","points","1","4"
"129","1.29663775366297","16.3796250598415","347","0.00291054503806091","4.47718576511995","Sangha","Republic of Congo","points","1","4"
"434","1.28987373014375","16.3739432800802","334","0.00223643736771884","6.03972334525645","Sangha","Republic of Congo","points","1","4"
"732","1.28743868167683","16.3712376706701","334","0.00223643736771884","6.03972334525645","Sangha","Republic of Congo","points","1","4"
"854","1.28175690192068","16.4193975181706","341","0.000603542591133396","4.24614929710146","Sangha","Republic of Congo","points","1","4"
"788","1.2763456831053","16.4315727605162","338","0.00445898067942697","3.48053839575002","Sangha","Republic of Congo","points","1","4"
"738","1.27580456122376","16.4061400320609","341","0.00532814295497515","6.02744889615553","Sangha","Republic of Congo","points","1","4"
"531","1.27526343934222","16.3712376706701","342","0.00385832007479357","0.319815275454419","Sangha","Republic of Congo","points","1","4"
"680","1.27391063463838","16.4326550042802","345","0.00218715809366284","0.123561070355983","Sangha","Republic of Congo","points","1","4"
"592","1.27147558617146","16.3777311332544","344","0.00207461275391585","6.08703043819216","Sangha","Republic of Congo","points","1","4"
"420","1.26741717205992","16.3793544989005","344","0.00207461275391585","6.08703043819216","Sangha","Republic of Congo","points","1","4"
"299","1.25740641725147","16.4461830513309","347","0.00363531281391645","5.82212357735055","Sangha","Republic of Congo","points","1","4"
"503","1.22548022624073","16.5062475802361","343","0.00732295901945594","4.05468262042218","Sangha","Republic of Congo","points","1","4"
"627","1.22358629965535","16.4951545816545","340","0.00661975527038279","5.8859901300581","Sangha","Republic of Congo","points","1","4"
"384","1.22331573871458","16.5189639444637","344","0.00625990138250676","2.83541003139987","Sangha","Republic of Congo","points","1","4"
"359","1.21925732460305","16.4754036329605","338","0.00360177110017791","2.79810020389461","Sangha","Republic of Congo","points","1","4"
"152","1.21898676366228","16.5300569430453","338","0.00979002359213558","3.52242504359379","Sangha","Republic of Congo","points","1","4"
"113","1.2179045198992","16.5322214305734","338","0.00979002359213558","3.52242504359379","Sangha","Republic of Congo","points","1","4"
"27","1.2170928370769","16.4532176357973","344","0.00463802428795883","0.264609221994256","Sangha","Republic of Congo","points","1","4"
"528","1.21465778860998","16.4486180998001","347","0.00376297467057955","0.525253025828947","Sangha","Republic of Congo","points","1","4"
"165","1.21411666672844","16.4624167077918","335","0.00576903185730638","0.682549387134825","Sangha","Republic of Congo","points","1","4"
"429","1.21114049637998","16.4575466108535","348","0.00535427514116252","0.782151709473407","Sangha","Republic of Congo","points","1","4"
"321","1.19653020557846","16.5316803086914","344","0.00863322574359345","4.96652019109679","Sangha","Republic of Congo","points","1","4"
"194","1.18327271948078","16.5103059943513","340","0.000603524557181343","1.10454160597904","Sangha","Republic of Congo","points","1","4"
"323","1.17353252561309","16.4994835567107","344","0.00516301569340701","2.35944850759815","Sangha","Republic of Congo","points","1","4"
"437","1.13051333603083","16.5084120677642","343","0.00599829576010905","0.942212172559312","Sangha","Republic of Congo","points","1","4"
"797","1.12131426404468","16.52329291952","341","0.00497667561278837","0.743703282787489","Sangha","Republic of Congo","points","1","4"
"82","1.11211519205854","16.5346564790425","341","0.00334754245122461","0.370777666488394","Sangha","Republic of Congo","points","1","4"
"392","1.11184463111777","16.5468317213882","338","0.00323453345404138","4.71238898038469","Sangha","Republic of Congo","points","1","4"
"219","1.10995070453239","16.5360092837476","341","0.00334754245122461","0.370777666488394","Sangha","Republic of Congo","points","1","4"
"95","1.1037278028947","16.5471022823292","342","0.00127940202776294","5.03610401260775","Sangha","Republic of Congo","points","1","4"
"658","1.08505909798164","16.5560307933827","340","0.00325762559688547","3.86499042694541","Sangha","Republic of Congo","points","1","4"
"876","1.08127124481088","16.5511606964444","335","0.00283343678112804","4.66449416346157","Sangha","Republic of Congo","points","1","4"
"679","1.07044880718012","16.5514312573854","341","0.00398560010699866","5.20906618881333","Sangha","Republic of Congo","points","1","4"
"180","1.06530814930551","16.543855551037","339","0.00236162353311502","4.16907757337201","Sangha","Republic of Congo","points","1","4"
